Volume averages, fluxes, etc
it t rho dt p ux uy uz bx by bz
     164  0.00000E+00  2.25860E+007  0.00000E+000  1.94250E-001 -1.23915E-015  6.21103E-015  3.48930E+002  3.16642E+001  4.09095E-016  8.59984E-016
     165  0.00000E+00  2.25860E+007  0.00000E+000  1.94298E-001 -4.02142E-016 -1.71570E-014  3.48802E+002  3.16757E+001  3.16997E-015  4.59029E-016
     166  0.00000E+00  2.25860E+007  0.00000E+000  1.94334E-001 -1.53706E-015 -9.80504E-015  3.48679E+002  3.16871E+001 -8.72864E-016  3.99238E-016
     167  0.00000E+00  2.25860E+007  0.00000E+000  1.94357E-001 -4.12142E-015 -1.34516E-014  3.48560E+002  3.16983E+001 -2.53874E-015  4.42399E-016
     168  0.00000E+00  2.25860E+007  0.00000E+000  1.94368E-001 -5.78215E-015  2.10221E-014  3.48445E+002  3.17093E+001  4.38336E-016  4.87611E-016
     169  0.00000E+00  2.25860E+007  0.00000E+000  1.94368E-001 -2.05087E-015 -6.49428E-015  3.48335E+002  3.17202E+001 -2.23510E-015  2.09879E-016
     170  0.00000E+00  2.25860E+007  0.00000E+000  1.94355E-001  1.10277E-016 -1.08900E-016  3.48229E+002  3.17309E+001 -5.63869E-017  9.66034E-016
     171  0.00000E+00  2.25860E+007  0.00000E+000  1.94333E-001 -4.32120E-015  5.80749E-015  3.48126E+002  3.17414E+001 -2.22117E-015  2.52555E-016
     172  0.00000E+00  2.25860E+007  0.00000E+000  1.94300E-001 -1.37671E-015  1.09443E-015  3.48028E+002  3.17517E+001 -4.81294E-016  5.71732E-016
     173  0.00000E+00  2.25860E+007  0.00000E+000  1.94258E-001 -1.10118E-015 -3.11982E-015  3.47933E+002  3.17619E+001  1.06803E-015  6.53268E-016
     174  0.00000E+00  2.25860E+007  0.00000E+000  1.94209E-001 -2.51790E-015  3.88994E-015  3.47841E+002  3.17719E+001  7.04747E-016  5.35394E-016
     175  0.00000E+00  2.25860E+007  0.00000E+000  1.94152E-001  4.19951E-016 -1.07364E-014  3.47753E+002  3.17817E+001  3.47351E-015  4.62092E-016
     176  0.00000E+00  2.25860E+007  0.00000E+000  1.94090E-001 -2.51784E-015  2.49532E-015  3.47668E+002  3.17914E+001  2.66252E-015  6.42257E-016
     177  0.00000E+00  2.25860E+007  0.00000E+000  1.94024E-001 -3.54634E-015  1.40055E-014  3.47586E+002  3.18010E+001 -1.16340E-015  7.10274E-016
     178  0.00000E+00  2.25860E+007  0.00000E+000  1.93955E-001 -8.53509E-016  9.74984E-015  3.47507E+002  3.18104E+001 -3.08947E-015  9.97102E-016
     179  0.00000E+00  2.25860E+007  0.00000E+000  1.93885E-001 -1.18282E-015 -2.39102E-015  3.47430E+002  3.18197E+001 -2.13560E-015  7.65885E-016
     180  0.00000E+00  2.25860E+007  0.00000E+000  1.93814E-001 -3.76696E-015  3.03214E-014  3.47356E+002  3.18288E+001  1.78447E-015  9.89623E-016
     181  0.00000E+00  2.25860E+007  0.00000E+000  1.93744E-001  2.92609E-016 -5.88419E-015  3.47283E+002  3.18378E+001  1.00954E-015  1.29215E-015
     182  0.00000E+00  2.25860E+007  0.00000E+000  1.93676E-001 -3.85584E-015 -1.07156E-014  3.47213E+002  3.18467E+001 -9.85863E-016  2.29550E-016
     183  0.00000E+00  2.25860E+007  0.00000E+000  1.93611E-001 -2.35093E-015 -1.03473E-014  3.47144E+002  3.18554E+001 -2.06799E-015  6.84791E-016
     184  0.00000E+00  2.25860E+007  0.00000E+000  1.93549E-001 -2.80584E-015 -1.51666E-014  3.47076E+002  3.18640E+001 -1.70823E-015  2.42256E-016
     185  0.00000E+00  2.25860E+007  0.00000E+000  1.93491E-001 -2.83722E-015 -4.85552E-015  3.47010E+002  3.18725E+001  1.13145E-015  1.15636E-015
     186  0.00000E+00  2.25860E+007  0.00000E+000  1.93436E-001  1.05174E-015 -1.18895E-014  3.46945E+002  3.18808E+001 -1.22307E-016  4.03746E-016
     187  0.00000E+00  2.25860E+007  0.00000E+000  1.93386E-001 -1.38035E-015  1.59447E-014  3.46881E+002  3.18890E+001 -1.17572E-015  7.77309E-016
     188  0.00000E+00  2.25860E+007  0.00000E+000  1.93341E-001 -1.38923E-015  4.50059E-015  3.46818E+002  3.18972E+001  2.79828E-015  6.54022E-016
     189  0.00000E+00  2.25860E+007  0.00000E+000  1.93301E-001 -1.68412E-015  1.35743E-014  3.46756E+002  3.19052E+001 -4.84684E-016  1.03210E-015
     190  0.00000E+00  2.25860E+007  0.00000E+000  1.93266E-001  8.45449E-016  1.77069E-014  3.46695E+002  3.19132E+001  1.02295E-015  1.03153E-015
     191  0.00000E+00  2.25860E+007  0.00000E+000  1.93235E-001 -2.01028E-015  2.86080E-014  3.46635E+002  3.19211E+001  1.72770E-015  1.49196E-015
     192  0.00000E+00  2.25860E+007  0.00000E+000  1.93210E-001 -2.83406E-015 -2.30454E-014  3.46577E+002  3.19290E+001 -5.37841E-016  1.26340E-015
     193  0.00000E+00  2.25860E+007  0.00000E+000  1.93190E-001 -3.29930E-015 -2.15117E-014  3.46519E+002  3.19369E+001  3.21407E-015  9.91660E-016
     194  0.00000E+00  2.25860E+007  0.00000E+000  1.93175E-001 -5.31650E-015  4.09964E-015  3.46462E+002  3.19448E+001  7.55386E-017  7.48036E-016
     195  0.00000E+00  2.25860E+007  0.00000E+000  1.93164E-001 -3.96636E-015 -2.51948E-014  3.46406E+002  3.19526E+001 -2.66769E-015  1.03290E-015
     196  0.00000E+00  2.25860E+007  0.00000E+000  1.93157E-001 -2.80885E-015  1.38683E-015  3.46352E+002  3.19604E+001 -3.69164E-016  6.14921E-016
     197  0.00000E+00  2.25860E+007  0.00000E+000  1.93154E-001 -4.51559E-016 -1.25759E-014  3.46298E+002  3.19682E+001 -1.63461E-015  9.49340E-016
     198  0.00000E+00  2.25860E+007  0.00000E+000  1.93155E-001 -4.17777E-015  5.85633E-015  3.46246E+002  3.19760E+001 -4.71268E-015  8.50682E-016
     199  0.00000E+00  2.25860E+007  0.00000E+000  1.93159E-001 -3.45999E-015 -2.37817E-016  3.46196E+002  3.19838E+001 -1.31449E-015  1.16326E-015
     200  0.00000E+00  2.25860E+007  0.00000E+000  1.93167E-001  3.29385E-016  3.86987E-014  3.46147E+002  3.19916E+001  1.43603E-015  4.50910E-016
     201  0.00000E+00  2.25860E+007  0.00000E+000  1.93178E-001 -7.49563E-016 -8.92298E-015  3.46099E+002  3.19994E+001 -1.03534E-015  1.22597E-015
     202  0.00000E+00  2.25860E+007  0.00000E+000  1.93193E-001 -2.51879E-016  1.41627E-014  3.46052E+002  3.20072E+001  1.12928E-015  5.78925E-016
     203  0.00000E+00  2.25860E+007  0.00000E+000  1.93211E-001 -1.75693E-015  1.55685E-014  3.46007E+002  3.20150E+001  4.15060E-016  8.13988E-016
     204  0.00000E+00  2.25860E+007  0.00000E+000  1.93232E-001 -1.60264E-016 -1.49377E-014  3.45964E+002  3.20227E+001 -1.62744E-015  9.16805E-016
     205  0.00000E+00  2.25860E+007  0.00000E+000  1.93256E-001  8.52473E-018  3.24608E-014  3.45921E+002  3.20305E+001 -6.58064E-016  2.55831E-016
     206  0.00000E+00  2.25860E+007  0.00000E+000  1.93283E-001  7.85823E-016  6.28638E-015  3.45881E+002  3.20382E+001 -9.36612E-017  6.62185E-016
     207  0.00000E+00  2.25860E+007  0.00000E+000  1.93313E-001  6.61785E-016 -1.19329E-014  3.45841E+002  3.20460E+001  1.81967E-015  7.98006E-016
     208  0.00000E+00  2.25860E+007  0.00000E+000  1.93346E-001  3.58712E-016  3.63493E-015  3.45803E+002  3.20537E+001 -2.37795E-015  1.06750E-015
     209  0.00000E+00  2.25860E+007  0.00000E+000  1.93381E-001  6.28547E-016  2.16831E-014  3.45767E+002  3.20613E+001  3.92369E-015  6.91956E-016
     210  0.00000E+00  2.25860E+007  0.00000E+000  1.93419E-001  2.25375E-015 -3.82591E-015  3.45731E+002  3.20689E+001 -3.49266E-015  7.32766E-016
     211  0.00000E+00  2.25860E+007  0.00000E+000  1.93459E-001  2.07835E-015 -5.26644E-015  3.45697E+002  3.20764E+001  7.89582E-016  2.35433E-016
     212  0.00000E+00  2.25860E+007  0.00000E+000  1.93501E-001  3.28495E-015  8.28337E-015  3.45664E+002  3.20838E+001  2.17926E-015  5.09412E-016
     213  0.00000E+00  2.25860E+007  0.00000E+000  1.93544E-001  1.88532E-015  1.12538E-014  3.45632E+002  3.20912E+001  1.43717E-015  6.53624E-016
     214  0.00000E+00  2.25860E+007  0.00000E+000  1.93589E-001  2.23436E-015  1.65814E-014  3.45601E+002  3.20984E+001  1.02874E-015  6.08184E-016
     215  0.00000E+00  2.25860E+007  0.00000E+000  1.93635E-001  3.73216E-015  1.74391E-014  3.45570E+002  3.21055E+001  1.08719E-015  7.62509E-017
     216  0.00000E+00  2.25860E+007  0.00000E+000  1.93683E-001  1.09136E-015  1.97869E-014  3.45540E+002  3.21125E+001  6.23350E-016  5.60465E-016
     217  0.00000E+00  2.25860E+007  0.00000E+000  1.93732E-001  2.42928E-015 -1.04111E-014  3.45511E+002  3.21193E+001 -8.18994E-016  4.97888E-016
     218  0.00000E+00  2.25860E+007  0.00000E+000  1.93782E-001  1.01741E-015  1.32386E-014  3.45482E+002  3.21260E+001  1.31021E-015  7.22012E-016
     219  0.00000E+00  2.25860E+007  0.00000E+000  1.93833E-001  1.30820E-015  7.85080E-015  3.45454E+002  3.21326E+001 -4.34002E-016  6.79606E-017
     220  0.00000E+00  2.25860E+007  0.00000E+000  1.93885E-001  1.92347E-015  7.74542E-015  3.45426E+002  3.21391E+001 -1.51822E-015  2.26488E-017
     221  0.00000E+00  2.25860E+007  0.00000E+000  1.93938E-001  1.59671E-015 -8.09381E-015  3.45398E+002  3.21455E+001  1.61365E-016 -9.68342E-017
     222  0.00000E+00  2.25860E+007  0.00000E+000  1.93991E-001 -2.73703E-016 -8.14574E-015  3.45371E+002  3.21517E+001 -8.42011E-017  4.06054E-016
     223  0.00000E+00  2.25860E+007  0.00000E+000  1.94045E-001 -2.97003E-016 -1.02224E-015  3.45343E+002  3.21578E+001  1.14592E-015 -3.12539E-016
     224  0.00000E+00  2.25860E+007  0.00000E+000  1.94101E-001  3.63240E-016  1.90232E-015  3.45316E+002  3.21638E+001 -8.78810E-016  2.73281E-017
     225  0.00000E+00  2.25860E+007  0.00000E+000  1.94156E-001 -2.57251E-016  2.02497E-014  3.45288E+002  3.21697E+001 -2.32981E-015  1.72814E-016
     226  0.00000E+00  2.25860E+007  0.00000E+000  1.94213E-001 -6.23242E-016  6.91700E-015  3.45261E+002  3.21754E+001 -1.40848E-015  1.46441E-016
     227  0.00000E+00  2.25860E+007  0.00000E+000  1.94270E-001 -2.92122E-015  9.19117E-015  3.45234E+002  3.21810E+001  1.73496E-015 -4.18504E-016
     228  0.00000E+00  2.25860E+007  0.00000E+000  1.94328E-001 -1.45646E-015 -1.20907E-014  3.45207E+002  3.21866E+001  1.53677E-015 -3.05972E-016
     229  0.00000E+00  2.25860E+007  0.00000E+000  1.94387E-001 -4.26335E-015 -1.71539E-014  3.45180E+002  3.21920E+001  1.82051E-016  2.15249E-016
     230  0.00000E+00  2.25860E+007  0.00000E+000  1.94446E-001 -1.09594E-015 -4.22189E-015  3.45153E+002  3.21974E+001 -9.32253E-016  4.98558E-019
     231  0.00000E+00  2.25860E+007  0.00000E+000  1.94506E-001 -3.86626E-015 -1.94747E-014  3.45126E+002  3.22026E+001 -4.79033E-016  2.75717E-016
     232  0.00000E+00  2.25860E+007  0.00000E+000  1.94567E-001 -2.27818E-015 -5.77131E-015  3.45099E+002  3.22078E+001 -2.09989E-015 -5.36231E-016
     233  0.00000E+00  2.25860E+007  0.00000E+000  1.94627E-001 -4.41994E-015 -2.13500E-014  3.45073E+002  3.22130E+001 -1.48459E-015 -1.92422E-016
     234  0.00000E+00  2.25860E+007  0.00000E+000  1.94689E-001 -4.75727E-015 -3.31530E-015  3.45046E+002  3.22180E+001 -4.15912E-016  3.91820E-016
     235  0.00000E+00  2.25860E+007  0.00000E+000  1.94751E-001 -3.48106E-015 -1.95623E-014  3.45020E+002  3.22231E+001 -2.16652E-016 -9.10046E-017
     236  0.00000E+00  2.25860E+007  0.00000E+000  1.94814E-001 -3.62870E-015  2.06311E-014  3.44994E+002  3.22280E+001 -6.42554E-016 -1.31726E-016
     237  0.00000E+00  2.25860E+007  0.00000E+000  1.94877E-001 -2.23482E-015  1.15724E-014  3.44968E+002  3.22330E+001  1.53851E-015  5.27314E-017
     238  0.00000E+00  2.25860E+007  0.00000E+000  1.94940E-001 -3.70339E-015  9.81800E-015  3.44942E+002  3.22379E+001  4.15027E-017 -2.94854E-016
     239  0.00000E+00  2.25860E+007  0.00000E+000  1.95004E-001 -4.98947E-015 -1.48236E-014  3.44917E+002  3.22428E+001 -3.52634E-015 -1.22677E-016
     240  0.00000E+00  2.25860E+007  0.00000E+000  1.95067E-001 -3.05954E-015  7.40167E-016  3.44892E+002  3.22477E+001 -8.54437E-016 -4.51387E-016
     241  0.00000E+00  2.25860E+007  0.00000E+000  1.95131E-001 -2.87388E-015 -1.58536E-014  3.44868E+002  3.22526E+001 -4.34053E-016  3.76762E-016
     242  0.00000E+00  2.25860E+007  0.00000E+000  1.95195E-001 -6.72556E-015  9.40766E-015  3.44843E+002  3.22574E+001  1.15387E-015 -9.38046E-017
     243  0.00000E+00  2.25860E+007  0.00000E+000  1.95260E-001 -4.77532E-015  8.00193E-015  3.44820E+002  3.22622E+001  1.99811E-015  1.25624E-016
     244  0.00000E+00  2.25860E+007  0.00000E+000  1.95324E-001 -3.09580E-015 -1.10353E-014  3.44797E+002  3.22670E+001  5.99521E-016  2.38346E-016
     245  0.00000E+00  2.25860E+007  0.00000E+000  1.95388E-001 -6.47319E-015 -2.46693E-014  3.44774E+002  3.22718E+001  1.36707E-016 -1.45401E-017
     246  0.00000E+00  2.25860E+007  0.00000E+000  1.95453E-001 -4.67226E-015 -9.16173E-015  3.44753E+002  3.22766E+001 -3.85809E-016 -4.48770E-016
     247  0.00000E+00  2.25860E+007  0.00000E+000  1.95517E-001 -2.94663E-015 -9.18731E-015  3.44732E+002  3.22814E+001  1.13482E-015 -4.04138E-016
     248  0.00000E+00  2.25860E+007  0.00000E+000  1.95582E-001 -4.21683E-015  9.53422E-015  3.44711E+002  3.22861E+001 -4.51146E-016 -2.59036E-017
     249  0.00000E+00  2.25860E+007  0.00000E+000  1.95646E-001 -5.46717E-015  2.81942E-014  3.44692E+002  3.22908E+001  1.78205E-015 -4.72209E-016
     250  0.00000E+00  2.25860E+007  0.00000E+000  1.95709E-001 -6.66005E-015 -2.35285E-014  3.44674E+002  3.22955E+001 -2.59219E-015 -3.12564E-016
     251  0.00000E+00  2.25860E+007  0.00000E+000  1.95773E-001 -4.25631E-015  1.57228E-014  3.44656E+002  3.23002E+001 -1.15957E-015 -7.60977E-017
     252  0.00000E+00  2.25860E+007  0.00000E+000  1.95835E-001 -7.66766E-015 -7.90919E-015  3.44640E+002  3.23048E+001 -4.50290E-016 -1.81432E-016
     253  0.00000E+00  2.25860E+007  0.00000E+000  1.95898E-001 -4.74515E-015 -2.79408E-015  3.44624E+002  3.23094E+001 -1.86686E-016  1.96282E-016
     254  0.00000E+00  2.25860E+007  0.00000E+000  1.95959E-001 -5.79982E-015  9.14007E-015  3.44610E+002  3.23139E+001 -6.96039E-016  1.09576E-016
     255  0.00000E+00  2.25860E+007  0.00000E+000  1.96020E-001 -7.19146E-015 -8.24312E-015  3.44596E+002  3.23184E+001  2.17305E-015 -2.69478E-016
     256  0.00000E+00  2.25860E+007  0.00000E+000  1.96080E-001 -4.70742E-015 -3.96865E-015  3.44584E+002  3.23228E+001  3.94255E-016 -9.35651E-017
     257  0.00000E+00  2.25860E+007  0.00000E+000  1.96140E-001 -6.75382E-015 -1.34258E-014  3.44573E+002  3.23272E+001 -2.58701E-016  3.80934E-016
     258  0.00000E+00  2.25860E+007  0.00000E+000  1.96198E-001 -3.62491E-015 -1.77296E-014  3.44563E+002  3.23316E+001 -4.80712E-016  5.39554E-016
     259  0.00000E+00  2.25860E+007  0.00000E+000  1.96256E-001 -2.83700E-015  9.02430E-015  3.44554E+002  3.23359E+001 -9.01651E-017  4.74271E-017
     260  0.00000E+00  2.25860E+007  0.00000E+000  1.96313E-001 -4.46783E-015 -1.60769E-014  3.44546E+002  3.23402E+001 -3.80693E-017  6.90602E-016
     261  0.00000E+00  2.25860E+007  0.00000E+000  1.96370E-001 -4.36632E-015 -9.29019E-015  3.44539E+002  3.23444E+001 -3.11146E-015 -1.47003E-017
     262  0.00000E+00  2.25860E+007  0.00000E+000  1.96425E-001 -5.58403E-015 -9.65078E-015  3.44534E+002  3.23486E+001  1.59797E-015 -8.72761E-017
     263  0.00000E+00  2.25860E+007  0.00000E+000  1.96480E-001 -7.79953E-015 -2.37322E-014  3.44530E+002  3.23528E+001 -4.89842E-017 -3.63805E-017
     264  0.00000E+00  2.25860E+007  0.00000E+000  1.96534E-001 -3.17629E-015 -3.17992E-014  3.44526E+002  3.23569E+001  1.38855E-015  5.90969E-016
     265  0.00000E+00  2.25860E+007  0.00000E+000  1.96588E-001 -4.91489E-015 -1.04970E-014  3.44524E+002  3.23610E+001  7.74405E-016  3.25046E-016
     266  0.00000E+00  2.25860E+007  0.00000E+000  1.96641E-001 -4.94054E-015  9.97742E-016  3.44523E+002  3.23651E+001  8.01175E-016 -1.43442E-016
     267  0.00000E+00  2.25860E+007  0.00000E+000  1.96694E-001 -1.76590E-015  3.49430E-015  3.44523E+002  3.23691E+001 -1.58463E-015  1.02375E-015
     268  0.00000E+00  2.25860E+007  0.00000E+000  1.96747E-001 -6.83493E-015 -8.22315E-015  3.44524E+002  3.23731E+001 -1.24512E-016 -1.34019E-016
     269  0.00000E+00  2.25860E+007  0.00000E+000  1.96799E-001 -2.39510E-015 -1.81970E-015  3.44526E+002  3.23771E+001 -1.49696E-015  5.88127E-016
     270  0.00000E+00  2.25860E+007  0.00000E+000  1.96852E-001 -3.81991E-015 -1.56699E-014  3.44530E+002  3.23811E+001 -4.32180E-015  5.05082E-016
     271  0.00000E+00  2.25860E+007  0.00000E+000  1.96904E-001 -3.97485E-015 -1.84841E-014  3.44534E+002  3.23851E+001 -1.12953E-015  2.52769E-016
     272  0.00000E+00  2.25860E+007  0.00000E+000  1.96956E-001 -1.88202E-015 -1.49143E-014  3.44539E+002  3.23891E+001 -1.74748E-015  4.08817E-018
     273  0.00000E+00  2.25860E+007  0.00000E+000  1.97009E-001 -2.83876E-015  6.78396E-015  3.44546E+002  3.23930E+001 -3.07343E-015  2.68196E-016
     274  0.00000E+00  2.25860E+007  0.00000E+000  1.97061E-001 -2.11880E-015 -9.06862E-015  3.44554E+002  3.23970E+001  5.58351E-016  1.06506E-016
     275  0.00000E+00  2.25860E+007  0.00000E+000  1.97114E-001 -2.98563E-015 -1.21806E-014  3.44562E+002  3.24010E+001 -1.76983E-015  3.13365E-016
     276  0.00000E+00  2.25860E+007  0.00000E+000  1.97168E-001 -3.91477E-015 -1.33539E-014  3.44572E+002  3.24049E+001 -2.20912E-015  3.75628E-017
     277  0.00000E+00  2.25860E+007  0.00000E+000  1.97222E-001 -4.56303E-015  4.52767E-015  3.44583E+002  3.24089E+001  1.49225E-015  3.13208E-016
     278  0.00000E+00  2.25860E+007  0.00000E+000  1.97276E-001 -2.20396E-015 -1.27488E-014  3.44594E+002  3.24129E+001  6.55919E-016  5.53086E-016
     279  0.00000E+00  2.25860E+007  0.00000E+000  1.97330E-001 -4.33740E-015 -2.16221E-014  3.44607E+002  3.24168E+001  2.51775E-015  7.13465E-016
     280  0.00000E+00  2.25860E+007  0.00000E+000  1.97385E-001 -1.44982E-015 -3.36289E-015  3.44621E+002  3.24208E+001  6.50501E-016  1.75948E-016
     281  0.00000E+00  2.25860E+007  0.00000E+000  1.97440E-001 -2.69147E-015 -1.58100E-014  3.44636E+002  3.24248E+001  9.58665E-016  6.90859E-016
     282  0.00000E+00  2.25860E+007  0.00000E+000  1.97496E-001 -5.59754E-015  2.16176E-015  3.44652E+002  3.24288E+001 -1.65989E-015 -5.69780E-019
     283  0.00000E+00  2.25860E+007  0.00000E+000  1.97551E-001 -3.19392E-015  4.88528E-016  3.44669E+002  3.24328E+001  1.81561E-015  2.77825E-016
     284  0.00000E+00  2.25860E+007  0.00000E+000  1.97607E-001 -6.00497E-015  2.22975E-015  3.44687E+002  3.24368E+001  1.83395E-016  3.44261E-016
     285  0.00000E+00  2.25860E+007  0.00000E+000  1.97663E-001 -3.98365E-015  4.48896E-015  3.44706E+002  3.24408E+001  2.07812E-015 -7.90998E-017
     286  0.00000E+00  2.25860E+007  0.00000E+000  1.97718E-001 -4.56811E-015  4.94048E-016  3.44726E+002  3.24448E+001 -8.80806E-016  1.05124E-016
     287  0.00000E+00  2.25860E+007  0.00000E+000  1.97774E-001 -3.08079E-015 -1.19229E-014  3.44747E+002  3.24487E+001 -1.36260E-015  7.58463E-016
     288  0.00000E+00  2.25860E+007  0.00000E+000  1.97829E-001 -3.07583E-015 -1.82232E-015  3.44769E+002  3.24527E+001 -7.17795E-016  2.83323E-017
     289  0.00000E+00  2.25860E+007  0.00000E+000  1.97884E-001 -4.46591E-015 -6.63530E-016  3.44792E+002  3.24567E+001 -3.27826E-015  7.27339E-016
     290  0.00000E+00  2.25860E+007  0.00000E+000  1.97939E-001 -4.78715E-015  2.68219E-016  3.44816E+002  3.24607E+001 -8.33391E-016  1.26745E-015
     291  0.00000E+00  2.25860E+007  0.00000E+000  1.97993E-001 -3.31030E-015 -1.76000E-014  3.44841E+002  3.24646E+001  1.20479E-015  5.19654E-016
     292  0.00000E+00  2.25860E+007  0.00000E+000  1.98047E-001  2.05302E-017 -7.61060E-015  3.44867E+002  3.24686E+001 -1.78721E-015  5.95862E-016
     293  0.00000E+00  2.25860E+007  0.00000E+000  1.98100E-001 -3.35004E-015  1.13373E-016  3.44893E+002  3.24725E+001 -1.94424E-015  1.01504E-015
     294  0.00000E+00  2.25860E+007  0.00000E+000  1.98152E-001 -4.02781E-015  1.88525E-015  3.44921E+002  3.24764E+001 -5.86822E-016 -4.82889E-017
     295  0.00000E+00  2.25860E+007  0.00000E+000  1.98203E-001 -2.72010E-015  3.52830E-016  3.44949E+002  3.24802E+001  1.42983E-015  5.22489E-016
     296  0.00000E+00  2.25860E+007  0.00000E+000  1.98253E-001 -4.55014E-015  9.66344E-015  3.44978E+002  3.24841E+001 -1.87074E-015  7.09177E-016
     297  0.00000E+00  2.25860E+007  0.00000E+000  1.98303E-001 -6.55196E-016 -7.17823E-016  3.45008E+002  3.24879E+001 -8.48083E-016  1.16279E-015
     298  0.00000E+00  2.25860E+007  0.00000E+000  1.98351E-001 -5.42906E-016  1.70076E-014  3.45038E+002  3.24917E+001  2.41894E-015  4.22193E-016
     299  0.00000E+00  2.25860E+007  0.00000E+000  1.98399E-001 -3.31637E-015  5.46462E-015  3.45069E+002  3.24954E+001  1.43091E-015  1.02122E-015
     300  0.00000E+00  2.25860E+007  0.00000E+000  1.98445E-001  6.47514E-016  1.94880E-014  3.45101E+002  3.24990E+001 -1.68096E-015  3.49090E-016
